kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;prijs_per_cilinder
00KLT5;Personenauto;BMW;3ER REIHE;20230423;20150424;sedan;ZWART;Niet geregistreerd;4;1345;1445;20100105;20100105;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-23T00:00:00.000;2015-04-24T00:00:00.000;2010-01-05T00:00:00.000;2010-01-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1890;0;3365;9471;5;1995;1890;695;1400;45645.0;390L;e1*2001/116*0308*12;PG31;5A;0;B;0.00;;;;;;11411.25
00KNS6;Personenauto;BMW;X REIHE;20230111;20100111;stationwagen;ZWART;Niet geregistreerd;6;1585;1685;20100111;20100111;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.11;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2023-01-11T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2180;0;4260;17064;5;2996;2180;750;2000;65091.0;X1;e1*2007/46*0275*00;VM31;5S;0;F;;;;;;;10848.5
00KNS7;Personenauto;BMW;5ER REIHE;20230215;20210629;sedan;ZWART;Niet geregistreerd;6;1500;1600;20100109;20100109;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-15T00:00:00.000;2021-06-29T00:00:00.000;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2085;0;3945;11608;5;2497;2085;750;1800;37920.0;560L;e1*2001/116*0230*16;NU31;AB;0;C;;;;;;;6320.0
00KNS8;Personenauto;BMW;1ER REIHE;20230823;20211119;stationwagen;GRIJS;Niet geregistreerd;4;1285;1385;20100109;20100109;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-23T00:00:00.000;2021-11-19T00:00:00.000;2010-01-09T00:00:00.000;2010-01-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1820;0;3095;6097;4;1995;1820;690;1200;28920.0;187;e1*2001/116*0287*15;UB31;5M;0;B;;;;;;;7230.0
00KNS9;Personenauto;BMW;3ER REIHE;20230908;20160916;sedan;ZWART;Niet geregistreerd;4;1325;1425;20100107;20100107;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-08T00:00:00.000;2016-09-16T00:00:00.000;2010-01-07T00:00:00.000;2010-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1870;0;3045;6957;5;1599;1870;695;1100;37453.0;390L;e1*2001/116*0308*12;PF31;5A;0;B;;;;;;;9363.25
00KNT4;Personenauto;BMW;X1 SDRIVE 18D;20230727;20220801;stationwagen;GRIJS;Niet geregistreerd;4;1445;1545;20100111;20100111;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-07-27T00:00:00.000;2022-08-01T00:00:00.000;2010-01-11T00:00:00.000;2010-01-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2030;0;3910;10199;5;1995;2030;750;1800;45069.0;X1;e1*2007/46*0275*01;VN11;5A;0;C;;;;;;;11267.25
00KNT6;Personenauto;BMW;3ER REIHE;20230823;20210824;sedan;ZWART;Niet geregistreerd;4;1335;1435;20100115;20100115;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-23T00:00:00.000;2021-08-24T00:00:00.000;2010-01-15T00:00:00.000;2010-01-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1880;0;3205;6264;5;1995;1880;695;1250;34338.0;390L;e1*2001/116*0308*11;PF51;AA;0;A;;;;;;;8584.5
00KPP1;Personenauto;BMW;1ER REIHE;20230331;20111129;stationwagen;BLAUW;Niet geregistreerd;4;1240;1340;20100331;20100331;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-31T00:00:00.000;2011-11-29T00:00:00.000;2010-03-31T00:00:00.000;2010-03-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5501;5;1995;1765;670;1200;30560.0;187;e1*2001/116*0287*16;UB91;AJ;0;B;;;;;;;7640.0
00KPP3;Personenauto;BMW;5ER REIHE;20230207;20190529;sedan;GRIJS;Niet geregistreerd;4;1495;1595;20100115;20100115;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-07T00:00:00.000;2019-05-29T00:00:00.000;2010-01-15T00:00:00.000;2010-01-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2060;0;3920;12339;5;1995;2060;750;1800;54586.0;560L;e1*2001/116*0230*16;NX31;5I;0;B;;;;;;;13646.5
00KPV5;Personenauto;BMW;3ER REIHE;20231016;20220805;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20100115;20100115;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-10-16T00:00:00.000;2022-08-05T00:00:00.000;2010-01-15T00:00:00.000;2010-01-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;7975;5;1995;1970;695;1250;42745.0;390L;e1*2001/116*0308*12;US31;5A;0;B;0.00;;;;;;10686.25
00KRD5;Personenauto;BMW;1ER REIHE;20230530;20140526;stationwagen;GRIJS;Niet geregistreerd;4;1275;1375;20100114;20100114;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-30T00:00:00.000;2014-05-26T00:00:00.000;2010-01-14T00:00:00.000;2010-01-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1800;0;3075;6425;5;1995;1800;650;1200;33427.0;1K4;e1*2007/46*0283*00;UH31;5B;0;C;0.00;;;;;;8356.75
00KRG3;Personenauto;BMW;X REIHE;20230413;20180628;stationwagen;BRUIN;Niet geregistreerd;4;1465;1565;20100121;20100121;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-13T00:00:00.000;2018-06-28T00:00:00.000;2010-01-21T00:00:00.000;2010-01-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2045;0;3925;10436;5;1995;2045;750;1800;45895.0;X1;e1*2007/46*0275*00;VN31;5A;0;C;;;;;;;11473.75
00KSK7;Personenauto;BMW;1ER REIHE;20221026;20150724;stationwagen;BLAUW;Niet geregistreerd;4;1240;1340;20100129;20100129;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.08;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-26T00:00:00.000;2015-07-24T00:00:00.000;2010-01-29T00:00:00.000;2010-01-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5092;4;1995;1765;670;1200;28371.0;187;e1*2001/116*0287*15;UB91;AI;0;B;;;;;;;7092.75
00KTB8;Personenauto;BMW;3ER REIHE;20230205;20181113;sedan;GRIJS;Niet geregistreerd;4;1345;1445;20100205;20100205;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-05T00:00:00.000;2018-11-13T00:00:00.000;2010-02-05T00:00:00.000;2010-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1890;0;3365;8011;5;1995;1890;695;1400;42789.0;390L;e1*2001/116*0308*12;PG31;5A;0;B;0.00;;;;;;10697.25
00KTZ8;Personenauto;BMW;3ER REIHE;20230619;20190621;sedan;GRIJS;Niet geregistreerd;4;1375;1475;20100217;20100217;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-19T00:00:00.000;2019-06-21T00:00:00.000;2010-02-17T00:00:00.000;2010-02-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1920;0;3495;8652;5;1995;1920;695;1500;44588.0;390L;e1*2001/116*0308*12;PG31;5B;0;B;0.00;;;;;;11147.0
00KVR2;Personenauto;BMW;3ER REIHE;20230530;20200425;sedan;GRIJS;Niet geregistreerd;4;1345;1445;20100219;20100219;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-30T00:00:00.000;2020-04-25T00:00:00.000;2010-02-19T00:00:00.000;2010-02-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1890;0;3365;7578;5;1995;1890;695;1400;40474.0;390L;e1*2001/116*0308*12;PG31;5A;0;B;0.00;;;;;;10118.5
00KXZ2;Personenauto;BMW;3ER REIHE;20230824;20220827;sedan;BLAUW;Niet geregistreerd;4;1345;1445;20100305;20100305;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-24T00:00:00.000;2022-08-27T00:00:00.000;2010-03-05T00:00:00.000;2010-03-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1890;0;3365;8395;5;1995;1890;695;1400;44839.0;390L;e1*2001/116*0308*12;PG31;5A;0;B;0.00;;;;;;11209.75
00KZS8;Personenauto;BMW;535I;20230323;20170706;sedan;ZWART;Niet geregistreerd;6;1915;2015;20100315;20100315;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;307;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-23T00:00:00.000;2017-07-06T00:00:00.000;2010-03-15T00:00:00.000;2010-03-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;500;0;2570;0;4770;23057;5;2979;2570;750;2100;102587.0;GT;e1*2007/46*0215*00;SN21;5B;0;C;0.00;;;;;;17097.833333333332
00LBG9;Personenauto;BMW;X REIHE;20221107;20131213;stationwagen;ZWART;Niet geregistreerd;6;1730;1830;20100318;20100318;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte by schroefveerkoker;;0.09;280;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-11-07T00:00:00.000;2013-12-13T00:00:00.000;2010-03-18T00:00:00.000;2010-03-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;457;0;2300;0;4150;21149;5;2497;2300;720;1800;81993.0;X83;e1*2001/116*0249*14;PC71;AL;0;F;;;;;;;13665.5
00LBL1;Personenauto;BMW;523I;20230319;20210719;sedan;GRIJS;Niet geregistreerd;6;1625;1725;20100319;20100319;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.09;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-19T00:00:00.000;2021-07-19T00:00:00.000;2010-03-19T00:00:00.000;2010-03-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2260;0;4350;13566;5;2996;2260;750;2000;68040.0;5L;e1*2007/46*0363*01;FS11;5B;0;B;0.00;;;;;;11340.0
00LBT1;Personenauto;BMW;1ER REIHE;20230323;20140307;stationwagen;GRIJS;Niet geregistreerd;4;1250;1350;20100323;20100323;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-23T00:00:00.000;2014-03-07T00:00:00.000;2010-03-23T00:00:00.000;2010-03-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;5977;5;1995;1775;670;1200;32659.0;1K4;e1*2007/46*0283*00;UE51;5A;0;B;;;;;;;8164.75
00LDN8;Personenauto;BMW;1ER REIHE;20230401;20220725;stationwagen;GRIJS;Niet geregistreerd;4;1240;1340;20100330;20100330;Geen verstrekking in Open Data;Nee;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2023-04-01T00:00:00.000;2022-07-25T00:00:00.000;2010-03-30T00:00:00.000;2010-03-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5516;5;1995;1765;650;1200;30194.0;1K2;e1*2007/46*0273*00;UK31;5A;0;B;0.00;;;;;;7548.5
00LFT4;Personenauto;BMW;118D;20221223;20220411;stationwagen;BLAUW;Niet geregistreerd;4;1285;1385;20100416;20100416;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-12-23T00:00:00.000;2022-04-11T00:00:00.000;2010-04-16T00:00:00.000;2010-04-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1820;0;3095;6963;4;1995;1820;690;1200;33551.0;1K2;e1*2007/46*0273*01;UB31;5M;0;B;0.00;;;;;;8387.75
00LFV9;Personenauto;BMW;118D;20230408;20180319;stationwagen;ZWART;Niet geregistreerd;4;1285;1385;20100408;20100408;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-08T00:00:00.000;2018-03-19T00:00:00.000;2010-04-08T00:00:00.000;2010-04-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1820;0;3095;6892;5;1995;1820;690;1200;33170.0;1K2;e1*2007/46*0273*01;UB31;5H;0;B;0.00;;;;;;8292.5
00LFZ7;Personenauto;BMW;3ER REIHE;20230903;20190918;sedan;GROEN;Niet geregistreerd;4;1335;1435;20100409;20100409;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-03T00:00:00.000;2019-09-18T00:00:00.000;2010-04-09T00:00:00.000;2010-04-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1880;0;3205;7248;5;1995;1880;695;1250;39007.0;390L;e1*2001/116*0308*12;PF51;5A;0;B;0.00;;;;;;9751.75
00LGH4;Personenauto;BMW;X1 SDRIVE 20D;20230412;20170531;stationwagen;ZWART;Niet geregistreerd;4;1475;1575;20100410;20100410;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-12T00:00:00.000;2017-05-31T00:00:00.000;2010-04-10T00:00:00.000;2010-04-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2060;0;3940;12110;5;1995;2060;750;1800;52478.0;X1;e1*2007/46*0275*02;VN31;5B;0;D;0.00;;;;;;13119.5
00LGS4;Personenauto;BMW;318I;20230308;20211223;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20100416;20100416;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-08T00:00:00.000;2021-12-23T00:00:00.000;2010-04-16T00:00:00.000;2010-04-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;9183;5;1995;1970;695;1250;49197.0;3K;e1*2007/46*0315*01;US31;5A;0;B;0.00;;;;;;12299.25
00LHB2;Personenauto;BMW;3ER REIHE;20230811;20210814;stationwagen;WIT;Niet geregistreerd;4;1395;1495;20100421;20100421;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-11T00:00:00.000;2021-08-14T00:00:00.000;2010-04-21T00:00:00.000;2010-04-21T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1960;0;3135;6993;5;1599;1960;695;1100;37498.0;390L;e1*2001/116*0308*12;US11;5A;0;B;;;;;;;9374.5
00LHH3;Personenauto;BMW;550I;20230902;20181231;sedan;ZWART;Niet geregistreerd;8;1805;1905;20100426;20100426;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.16;297;Nee;Nee;Nee;2022;Geen oordeel;07;Ja;2023-09-02T00:00:00.000;2018-12-31T00:00:00.000;2010-04-26T00:00:00.000;2010-04-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2430;0;4520;29286;5;4395;2430;750;2000;117260.0;5L;e1*2007/46*0363*01;FR91;5B;0;F;0.00;;;;;;14657.5
00LJX1;Personenauto;BMW;318I;20230512;20140815;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20100504;20100504;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-12T00:00:00.000;2014-08-15T00:00:00.000;2010-05-04T00:00:00.000;2010-05-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;453;0;1970;0;3295;7605;5;1995;1970;695;1250;40765.0;3K;e1*2007/46*0315*01;US31;5A;0;B;0.00;;;;;;10191.25
00LKD3;Personenauto;BMW;X1 SDRIVE 18I;20221007;20191008;stationwagen;WIT;Niet geregistreerd;4;1430;1530;20100514;20100514;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker;;0.07;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-07T00:00:00.000;2019-10-08T00:00:00.000;2010-05-14T00:00:00.000;2010-05-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;445;0;2010;0;3790;11152;5;1995;2010;750;1700;46637.0;X1;e1*2007/46*0275*02;VL31;5B;0;E;0.00;;;;;;11659.25
00LKK3;Personenauto;BMW;528I;20230512;20130816;sedan;GRIJS;Niet geregistreerd;6;1630;1730;20100512;20100512;Geen verstrekking in Open Data;Ja;4;4;M1;r. motorruimte;;0.11;297;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-12T00:00:00.000;2013-08-16T00:00:00.000;2010-05-12T00:00:00.000;2010-05-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;490;0;2265;0;4355;14182;5;2996;2265;750;2000;71329.0;5L;e1*2007/46*0363*01;FS51;5B;0;B;0.00;;;;;;11888.166666666666
