kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;type_gasinstallatie;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;europese_voertuigcategorie_toevoeging;europese_uitvoeringcategorie_toevoeging;prijs_per_cilinder
01GVV1;Personenauto;BMW;3ER REIHE;20230930;20130622;sedan;ZWART;Niet geregistreerd;4;1335;1435;20080919;20080919;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-30T00:00:00.000;2013-06-22T00:00:00.000;2008-09-19T00:00:00.000;2008-09-19T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1880;0;3205;6806;5;1995;1880;695;1250;33948.0;390L;e1*2001/116*0308*08;VF51;AA;0;A;;;;;;;8487.0
01GXP9;Personenauto;BMW;3ER REIHE;20231004;20081004;coupe;BLAUW;Niet geregistreerd;4;1365;1465;20081004;20081004;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-10-04T00:00:00.000;2008-10-04T00:00:00.000;2008-10-04T00:00:00.000;2008-10-04T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;458;0;1840;0;3415;13507;4;1995;1840;695;1500;57533.0;392C;e1*2001/116*0346*09;WA71;AB;0;B;;;;;;;14383.25
01HBH3;Personenauto;BMW;3ER REIHE;20221015;20220318;stationwagen;GRIJS;Niet geregistreerd;4;1405;1505;20081015;20081015;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-15T00:00:00.000;2022-03-18T00:00:00.000;2008-10-15T00:00:00.000;2008-10-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3445;9051;5;1995;1970;695;1400;42511.0;390L;e1*2001/116*0308*08;VR91;AA;0;A;;;;;;;10627.75
01HBX7;Personenauto;BMW;3ER REIHE;20230203;20120720;sedan;GRIJS;Niet geregistreerd;4;1335;1435;20081016;20081016;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-03T00:00:00.000;2012-07-20T00:00:00.000;2008-10-16T00:00:00.000;2008-10-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1880;0;3205;9386;5;1995;1880;695;1250;43788.0;390L;e1*2001/116*0308*10;PF51;AA;0;A;;;;;;;10947.0
01HDL2;Personenauto;BMW;1ER REIHE;20221210;20210301;stationwagen;GROEN;Niet geregistreerd;4;1240;1340;20081024;20081024;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-12-10T00:00:00.000;2021-03-01T00:00:00.000;2008-10-24T00:00:00.000;2008-10-24T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5672;5;1599;1765;650;1200;27657.0;187;e1*2001/116*0287*15;UE31;AJ;0;B;;;;;;;6914.25
01HDP5;Personenauto;BMW;1ER REIHE;20230519;20220520;stationwagen;WIT;Niet geregistreerd;4;1230;1330;20081030;20081030;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-19T00:00:00.000;2022-05-20T00:00:00.000;2008-10-30T00:00:00.000;2008-10-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;5663;5;1599;1755;650;1200;27622.0;187;e1*2001/116*0287*12;UB71;AA;0;B;;;;;;;6905.5
01HDZ8;Personenauto;BMW;3ER REIHE;20221029;20081029;stationwagen;ZWART;Niet geregistreerd;6;1530;1630;20081029;20081029;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.12;276;Nee;Nee;Nee;2022;Onlogisch;04;Ja;2022-10-29T00:00:00.000;2008-10-29T00:00:00.000;2008-10-29T00:00:00.000;2008-10-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2095;0;3870;18330;5;2996;2095;750;1700;73955.0;390L;e1*2001/116*0308*10;UV51;AB;0;C;;;;;;;12325.833333333334
01HFK5;Personenauto;BMW;3ER REIHE;20220922;20200430;stationwagen;ZWART;Niet geregistreerd;4;1480;1580;20081031;20081031;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-09-22T00:00:00.000;2020-04-30T00:00:00.000;2008-10-31T00:00:00.000;2008-10-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2045;0;3720;11844;5;1995;2045;745;1600;48804.0;390L;e1*2001/116*0308*08;VU51;AA;0;B;;;;;;;12201.0
01HFV5;Personenauto;BMW;3ER REIHE;20221123;20220704;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20081107;20081107;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-11-23T00:00:00.000;2022-07-04T00:00:00.000;2008-11-07T00:00:00.000;2008-11-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3445;9002;5;1995;1970;695;1400;42323.0;390L;e1*2001/116*0308*08;VR91;AA;0;A;;;;;;;10580.75
01HGD8;Personenauto;BMW;3ER REIHE;20221109;20110218;sedan;GROEN;Niet geregistreerd;4;1365;1465;20081107;20081107;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-09T00:00:00.000;2011-02-18T00:00:00.000;2008-11-07T00:00:00.000;2008-11-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1910;0;3385;8792;5;1995;1910;695;1400;41522.0;390L;e1*2001/116*0308*10;PF51;AB;0;A;;;;;;;10380.5
01HGJ4;Personenauto;BMW;3ER REIHE;20230410;20170224;stationwagen;ZWART;Niet geregistreerd;4;1495;1595;20081111;20081111;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-10T00:00:00.000;2017-02-24T00:00:00.000;2008-11-11T00:00:00.000;2008-11-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2060;0;3735;12229;5;1995;2060;745;1600;50272.0;390L;e1*2001/116*0308*08;VU51;AB;0;B;;;;;;;12568.0
01HGT9;Personenauto;BMW;3ER REIHE;20230517;20220815;sedan;GRIJS;Niet geregistreerd;4;1405;1505;20081115;20081115;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-05-17T00:00:00.000;2022-08-15T00:00:00.000;2008-11-15T00:00:00.000;2008-11-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1950;0;3625;9028;5;1995;1950;745;1600;40033.0;390L;e1*2001/116*0308*10;PN11;5C;0;A;;;;;;;10008.25
01HJR4;Personenauto;BMW;1ER REIHE;20211106;20220819;stationwagen;GRIJS;Niet geregistreerd;4;1310;1410;20090109;20090109;Geen verstrekking in Open Data;Ja;2;4;M1;op r. schroefveerkoker onder motorkap;;0.07;266;Ja;Nee;Nee;2022;Onlogisch;04;Nee;2021-11-06T00:00:00.000;2022-08-19T00:00:00.000;2009-01-09T00:00:00.000;2009-01-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1845;0;3120;9537;4;1995;1845;690;1200;38036.0;187;e1*2001/116*0287*15;UB31;5L;0;C;;;;;;;9509.0
01HJZ3;Personenauto;BMW;5ER REIHE;20231020;20191011;stationwagen;BLAUW;Niet geregistreerd;4;1565;1665;20090115;20090115;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-10-20T00:00:00.000;2019-10-11T00:00:00.000;2009-01-15T00:00:00.000;2009-01-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2190;0;4050;13240;5;1995;2190;750;1800;58484.0;560L;e1*2001/116*0230*14;PT11;AB;0;A;;;;;;;14621.0
01HJZ5;Personenauto;BMW;5ER REIHE;20230108;20110405;stationwagen;GRIJS;Niet geregistreerd;6;1605;1705;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-08T00:00:00.000;2011-04-05T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2230;0;4290;17370;5;2996;2230;750;2000;72262.0;560L;e1*2001/116*0230*14;PU71;AB;0;B;;;;;;;12043.666666666666
01HJZ6;Personenauto;BMW;1ER REIHE;20230102;20200808;hatchback;GRIJS;Niet geregistreerd;4;1240;1340;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;M1;r. schroefveerkoker onder motorkap;;0.07;266;Nee;Nee;Nee;2021;Logisch;00;Ja;2023-01-02T00:00:00.000;2020-08-08T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1765;0;3040;5833;5;1599;1765;650;1200;28269.0;187;e1*2001/116*0287*13;UE31;AJ;0;B;;;;;;;7067.25
01HKD6;Personenauto;BMW;1ER REIHE;20230128;20150804;stationwagen;BLAUW;Niet geregistreerd;4;1230;1330;20090326;20090326;Geen verstrekking in Open Data;Ja;2;4;M1;r. schroefveerkoker;;0.07;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-28T00:00:00.000;2015-08-04T00:00:00.000;2009-03-26T00:00:00.000;2009-03-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1755;0;3030;6635;5;1599;1755;650;1200;31327.0;187;e1*2001/116*0287*15;UB71;AJ;0;B;;;;;;;7831.75
01HKD8;Personenauto;BMW;1ER REIHE;20230903;20220315;stationwagen;WIT;Niet geregistreerd;4;1250;1350;20090113;20090113;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-09-03T00:00:00.000;2022-03-15T00:00:00.000;2009-01-13T00:00:00.000;2009-01-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;6717;5;1995;1775;670;1200;31640.0;187;e1*2001/116*0287*15;UE51;AJ;0;B;;;;;;;7910.0
01HKF1;Personenauto;BMW;3ER REIHE;20230210;20160213;stationwagen;BLAUW;Niet geregistreerd;4;1405;1505;20090105;20090105;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-10T00:00:00.000;2016-02-13T00:00:00.000;2009-01-05T00:00:00.000;2009-01-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;8582;5;1995;1970;695;1250;42604.0;390L;e1*2001/116*0308*10;US31;AA;0;A;;;;;;;10651.0
01HKV8;Personenauto;BMW;3ER REIHE;20230226;20210714;stationwagen;GROEN;Niet geregistreerd;4;1435;1535;20090102;20090102;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-26T00:00:00.000;2021-07-14T00:00:00.000;2009-01-02T00:00:00.000;2009-01-02T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3475;10792;5;1995;2000;695;1400;47181.0;390L;e1*2001/116*0308*10;US31;AB;0;B;;;;;;;11795.25
01HLP3;Personenauto;BMW;5ER REIHE;20230829;20180810;sedan;GRIJS;Niet geregistreerd;4;1465;1565;20090107;20090107;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-08-29T00:00:00.000;2018-08-10T00:00:00.000;2009-01-07T00:00:00.000;2009-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2030;0;3890;12038;5;1995;2030;750;1800;55850.0;560L;e1*2001/116*0230*14;NT31;AD;0;A;;;;;;;13962.5
01HPH2;Personenauto;BMW;5ER REIHE;20230123;20150320;stationwagen;ZWART;Niet geregistreerd;4;1565;1665;20090123;20090123;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-23T00:00:00.000;2015-03-20T00:00:00.000;2009-01-23T00:00:00.000;2009-01-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2190;0;3900;12080;5;1995;2100;750;1800;56015.0;560L;e1*2001/116*0230*14;PT11;AB;0;A;;;;;;;14003.75
01HRG1;Personenauto;BMW;3ER REIHE;20230205;20170220;sedan;GRIJS;Niet geregistreerd;4;1345;1445;20090205;20090205;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.09;276;Nee;Ja;Nee;2022;Logisch;00;Ja;2023-02-05T00:00:00.000;2017-02-20T00:00:00.000;2009-02-05T00:00:00.000;2009-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1890;0;3365;9689;5;1995;1890;695;1400;46512.0;390L;e1*2001/116*0308*10;PG31;AA;0;A;;;;;;;11628.0
01HRL1;Personenauto;BMW;1ER REIHE;20230615;20220623;stationwagen;BRUIN;Niet geregistreerd;4;1250;1350;20090205;20090205;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;266;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-06-15T00:00:00.000;2022-06-23T00:00:00.000;2009-02-05T00:00:00.000;2009-02-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;424;0;1775;0;3050;6337;5;1995;1775;670;1200;31104.0;187;e1*2001/116*0287*15;UE51;AJ;0;B;;;;;;;7776.0
01HRP4;Personenauto;BMW;3ER REIHE;20221224;20210402;stationwagen;ZWART;Niet geregistreerd;4;1435;1535;20090210;20090210;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-12-24T00:00:00.000;2021-04-02T00:00:00.000;2009-02-10T00:00:00.000;2009-02-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2000;0;3575;10034;5;1995;2000;695;1500;45800.0;390L;e1*2001/116*0308*10;US91;AB;0;B;;;;;;;11450.0
01HSP6;Personenauto;BMW;5ER REIHE;20230208;20220829;sedan;ZWART;Niet geregistreerd;4;1465;1565;20090220;20090220;Geen verstrekking in Open Data;Nee;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;289;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-02-08T00:00:00.000;2022-08-29T00:00:00.000;2009-02-20T00:00:00.000;2009-02-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;484;0;2030;0;3890;11397;5;1995;2030;750;1800;53301.0;560L;e1*2001/116*0230*14;NT31;AD;0;A;;;;;;;13325.25
01HTJ4;Personenauto;BMW;3ER REIHE;20230301;20211106;stationwagen;ZWART;Niet geregistreerd;4;1405;1505;20090226;20090226;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.07;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-03-01T00:00:00.000;2021-11-06T00:00:00.000;2009-02-26T00:00:00.000;2009-02-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1970;0;3295;7978;5;1995;1970;695;1250;39709.0;390L;e1*2001/116*0308*10;US31;AA;0;A;;;;;;;9927.25
01HVS5;Personenauto;BMW;3ER REIHE;20221125;20191125;stationwagen;BEIGE;Niet geregistreerd;6;1515;1615;20090312;20090312;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.10;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-11-25T00:00:00.000;2019-11-25T00:00:00.000;2009-03-12T00:00:00.000;2009-03-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2080;0;3755;12208;5;2996;2080;745;1600;52360.0;390L;e1*2001/116*0308*10;UT71;AB;0;C;;;;;;;8726.666666666666
01HXN3;Personenauto;BMW;3ER REIHE;20230102;20190102;sedan;GRIJS;Niet geregistreerd;4;1325;1425;20090325;20090325;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-01-02T00:00:00.000;2019-01-02T00:00:00.000;2009-03-25T00:00:00.000;2009-03-25T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1870;0;3045;7351;5;1599;1870;695;1100;37217.0;390L;e1*2001/116*0308*10;PF31;AA;0;A;;;;;;;9304.25
01HZD8;Personenauto;BMW;X REIHE;20230410;20200911;stationwagen;ZWART;Niet geregistreerd;6;2050;2150;20090327;20090327;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.08;293;Nee;Nee;Nee;2022;Logisch;00;Ja;2023-04-10T00:00:00.000;2020-09-11T00:00:00.000;2009-03-27T00:00:00.000;2009-03-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;485;0;2755;0;5575;27788;5;2993;2755;750;2700;93602.0;X70;e1*2001/116*0420*06;FF41;AB;0;D;;;;;;;15600.333333333334
01HZH9;Personenauto;BMW;3ER REIHE;20221028;20200215;stationwagen;GRIJS;Niet geregistreerd;4;1480;1580;20090401;20090401;Geen verstrekking in Open Data;Ja;4;4;M1;op r. schroefveerkoker onder motorkap;;0.06;276;Nee;Nee;Nee;2021;Logisch;00;Ja;2022-10-28T00:00:00.000;2020-02-15T00:00:00.000;2009-04-01T00:00:00.000;2009-04-01T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;2045;0;3720;8539;5;1995;2045;745;1600;38805.0;390L;e1*2001/116*0308*08;VW11;AC;0;A;;;;;;;9701.25
